review_id,example_id,model_name,article_excerpt,reference_summary,prediction,missing_key_fact,hallucination,entity_error,repetition,over_compression,notes
33,934a2d9235022c9e8a6aeec5e7e941b127569b76,sshleifer/distilbart-cnn-6-6,"(CNN)The world's biggest and most powerful physics experiment is taking place as you read this. The Large Hadron Collider (LHC), a particle accelerator and the largest machine in the world, is ready for action following a two-year shutdown. After problems that delayed the restart in March, scientists at the European Organization for Nuclear Research (CERN) completed final tests, enabling the first beams to start circulating Sunday inside the LHC's 17 mile (27 km) ring. ""Operating accelerators for the benefit of the physics community is what CERN's here for,"" CERN Director-General Rolf Heuer said on the organization's website. ""Today, CERN's heart beats once more to the rhythm of the LHC."" The LHC generates up to 600 million particles per second, with a beam circulating for 10 hours, traveling more than 6 billion miles (more than 10 billion kilometers) -- the distance from Earth to Nep...",The Large Hadron Collider (LHC) begins again after a two-year shutdown . The restart was delayed in March .,"The Large Hadron Collider (LHC) is ready for action following a two-year shutdown . The LHC generates up to 600 million particles per second, with a beam circulating for 10 hours . It took thousands of scientists, engineers and technicians decades to devise and build the particle accelerator .",,,,,,
34,82461522ee90f8f5be2ec226e2016ad40588866d,sshleifer/distilbart-cnn-6-6,"Atlanta (CNN)It was a scene worthy of any top cop show on TV -- bullets flying, banged-up cars and the FBI chasing an armed robbery suspect. In the end, two agents were injured in a crash and the suspect was shot before being captured. FBI agents and task force officers were following 36-year-old Kevone Charleston of Austell, Georgia, as he pulled into a CVS pharmacy in Forsyth County, Georgia, early Saturday. Charleston is suspected of involvement in 32 commercial robberies dating to November 2013, according to FBI officials. ""The incident all happened around 7 o'clock Saturday morning,"" said FBI Special Agent Stephen Emmett. ""There were multiple agents and officers that were following him based on his prior MO, and when they saw he was about to rob another CVS, they moved in."" Authorities say Charleston parked his vehicle nearby and then popped the hood as if there were something wr...",FBI agents and a suspected serial robber exchange gunfire in an FBI stakeout . Two FBI agents are injured and the suspect is shot during the gunfight .,"Kevone Charleston, 36, is suspected of 32 commercial robberies dating to November 2013 . FBI agents and task force officers were following him as he pulled into a CVS pharmacy in Forsyth County, Georgia, early Saturday . When agents confronted him, Charleston ran, got in his car and traveled 75 yards as agents opened fire .",,,,,,
35,37477ed1fc065f438021ee3b6d3e2b827e270353,sshleifer/distilbart-cnn-6-6,"(CNN)Sky watchers in western North America are in for a treat: a nearly five-minute total lunar eclipse this morning. Here's how it's unfolding: . It started at 3:16 a.m. Pacific Daylight Time, when the moon began moving into Earth's shadow. For the next hour and 45 minutes, that shadow will move across the moon and engulf it at 4:58 a.m. Pacific Time. The total eclipse will only last four minutes and 43 seconds, and NASA says that makes it the shortest one of the century. Watch it live on NASA TV . While people west of the Mississippi River will have the best view, at least a partial eclipse will be visible across the nation. But sunrise will interrupt the show on the East Coast. Parts of South America, India, China and Russia also will be able to see the eclipse, but it won't be visible in Greenland, Iceland, Europe, Africa or the Middle East. A lunar eclipse happens when the sun, E...","The total eclipse will only last 4 minutes and 43 seconds . People west of the Mississippi River will have the best view . Parts of South America, India, China and Russia also will see the eclipse .","The total eclipse will only last four minutes and 43 seconds . It started at 3:16 a.m. Pacific Daylight Time, when the moon began moving into Earth's shadow . At least a partial eclipse will be visible across the nation, but sunrise will interrupt the show on the East Coast .",,,,,,
36,4fbf675fb79046440d1cf01dd4fc2e505f2b5169,sshleifer/distilbart-cnn-6-6,"(CNN)The terrorist group Al-Shabaab has claimed an attack on Garissa University College in eastern Kenya, in which many people have been killed and still more taken hostage. The attack is another step in the ongoing escalation of the terrorist group's activities, and a clear indicator that the security situation in East Africa is deteriorating fast. Somalia-based Al-Shabaab has been behind a string of recent attacks in Kenya, the most well-known of them being the massacre at the Westgate Shopping Centre in Nairobi in 2013. Cross-border raids into Kenya by the group, however, date back to 2011. Al-Shabaab incursions triggered a military response by the government in Nairobi, which sent troops to Somalia as part of an African Union mission in support of Somalia's internationally recognized government that had been under pressure from Al-Shabaab and other militants for several years. Al-...","Terrorist group Al-Shabaab has attacked a Kenyan college, killing and taking hostages . It is a clear indicator the security situation in East Africa is deteriorating, says Stefan Wolff . More than military action aloe is needed to combat terrorism in the region, he says .","Al-Shabaab has claimed an attack on Garissa University College in eastern Kenya . The attack is another step in the ongoing escalation of the terrorist group's activities, says Peter Bergen . Bergen: The presence and activities of terrorist groups in the region is a major concern .",,,,,,
37,c5390093fa60d62c4dc9013977ca09a8edf7c32b,sshleifer/distilbart-cnn-6-6,"(CNN)Easter is a cornerstone event in the Christian faith, but it's surrounded by interesting quirks. It celebrates the completion of Christ's mission of salvation in the Crucifixion and Resurrection. By dying on Good Friday, Christ atoned for the sins of others; by rising from the grave on Sunday, Christ conquered death. Simple enough and reason for Christians to celebrate. But, like Christmas with its tree, ornaments and Santa Claus, Easter has picked up its peripheral trappings -- the bunny and colorful eggs. Unlike Christmas, it doesn't fall on the same day every year but shifts around in spring depending upon cosmic events. And that blood moon we just had -- is it pure coincidence that it fell around Easter? (No.) Here's a journey from the Vatican to the Holy Land, around the moon and the Earth's tilting axis, to Germany and the United States to try to explain the complex holiday...","Easter is a key event in the Christian faith, but where did the Easter Bunny come from? Why is the date different every year, and what does it have to do with the moon?","Easter is a cornerstone event in the Christian faith, but it's surrounded by interesting quirks . Like Christmas, it doesn't fall on the same day every year but shifts around in spring depending upon cosmic events . A blood moon appeared in the sky early Saturday, right between Good Friday and Easter Sunday and Passover .",,,,,,
38,58b9fcb9a3537d014d3499b0ad4d4123cfd3eac0,sshleifer/distilbart-cnn-6-6,"(CNN)After years of making the case that the education of athletes is paramount, the NCAA now says it has no legal responsibility to make sure education is actually delivered. On its website, the NCAA prominently states, ""It's our commitment -- and our responsibility -- to give young people opportunities to learn, play and succeed."" And later, it says that ""in the collegiate model of sports, the young men and women competing on the field or court are students first, athletes second."" But the NCAA is taking a very different position in response to a lawsuit filed by former University of North Carolina athletes. The lawsuit claimed the students didn't get an education because they were caught up in the largest known academic fraud scandal in NCAA history. In its response, the NCAA says it has no legal responsibility ""to ensure the academic integrity of the courses offered to student-ath...","In response to lawsuit, NCAA says it doesn't control quality of education for student-athletes . But its website emphasizes importance of education, ""opportunities to learn"" Lawsuit claims students didn't get an education because of academic fraud at UNC .","The NCAA says it has no legal responsibility to ensure the academic integrity of its student-athletes . The lawsuit was filed by former University of North Carolina athletes who were caught up in the largest known academic fraud scandal in NCAA history . ""It's nonsense. It's nonsense,"" says a former athletic-academic director who is now",,,,,,
39,44d681105bcab063dfa0c80ce9cf96393677f9cc,sshleifer/distilbart-cnn-6-6,"(CNN)A Connecticut teen who has been forced to have chemotherapy to treat Hodgkin lymphoma will remain in temporary custody of the state for the time being, according to her attorney, Josh Michtom. A Connecticut juvenile court judge issued a written decision Wednesday denying a motion to let the teen, identified in court documents as ""Cassandra C.,"" go home. The judge also denied a motion for visitation. The 17-year-old is in remission after nearly six months of forced chemo treatments. On March 16, Michtom tried to convince the court that she should be able to return to her mother's home because she was no longer at imminent risk of harm from her illness. Michtom and attorney Michael Taylor, who represents Cassandra's mother, Jackie Fortin, released a written statement after receiving the judge's decision Wednesday: ""We are disappointed in this ruling, not least of all because it dra...",Judge won't allow teen leave hospital before her last chemotherapy treatment . Attorneys for the teen are deciding whether to appeal . Cassandra C. is now in remission and is no longer opposed to the chemotherapy treatments .,A Connecticut juvenile court judge denies a motion to let Cassandra C. go home . The 17-year-old is in remission after nearly six months of forced chemo treatments . She was diagnosed with Hodgkin lymphoma in September and doctors gave her an 85% chance of survival .,,,,,,
40,a43893ac704663476a285673392de84c0c17d4e5,sshleifer/distilbart-cnn-6-6,"(CNN)Mark Ronson's ""Uptown Funk!,"" featuring Bruno Mars, is the longest-leading Billboard Hot 100 of the 2010s, ruling the chart for a 13th week. It's also just the 10th single in the Hot 100's entire history to spend at least 13 weeks at No. 1. Plus, newcomer Natalie La Rose reaches the top 10 with her debut hit ""Somebody,"" featuring Jeremih. As we do each Wednesday, let's run down all the songs in the top 10, and a bit beyond, on the sales/airplay/streaming-based Hot 100 (dated April 11). ""Funk,"" released on RCA Records, passes Robin Thicke's ""Blurred Lines,"" featuring T.I. and Pharrell to take sole possession of the Hot 100's longest command this decade. Here's an updated look at the hits to lead for the most weeks since the beginning of 2010: . Weeks at No. 1, Title, Artist, Date Reached No. 1 . 13 (to date), ""Uptown Funk!,"" Ronson feat. Mars, Jan. 17, 2015 . 12, ""Blurred Lines,""...","The song rules the chart for 13th week . It passes Robin Thicke's ""Blurred Lines"" Song three weeks from potentially tying ""One Sweet Day"" for record .","""Uptown Funk!"" is the longest-leading Billboard Hot 100 of the 2010s, ruling the chart for a 13th week . It's just the 10th single in the Hot 100's entire history to spend at least 13 weeks at No. 1 . ""Funk!"" passes Robin Thicke's ""Blurred Lines",,,,,,
41,f7c2eb465479b965669b81535234e24735915ebf,sshleifer/distilbart-cnn-6-6,"(CNN)A high temperature of 63.5 degrees Fahrenheit might sound like a pleasant day in early spring -- unless you're in Antarctica. The chilly continent recorded the temperature (15.5 degrees Celsius) on March 24, possibly the highest ever recorded on Antarctica, according to the Weather Underground. The temperature was recorded at Argentina's Esperanza Base on the northern tip of the Antarctica Peninsula, according to CNN affiliate WTNH. (Note to map lovers: The Argentine base is not geographically part of the South American continent.) The World Meteorological Organization, a specialized United Nations agency, is in the process of setting up an international ad-hoc committee of about 10 blue-ribbon climatologists and meteorologists to begin collecting relevant evidence, said Randy Cerveny, the agency's lead rapporteur of weather and climate extremes and Arizona State University profe...",High temperatures are recorded on the northern tip of the Antarctica Peninsula . The World Meteorological Organization will make the final determination .,The temperature was recorded at Argentina's Esperanza Base on the northern tip of the Antarctica Peninsula . The World Meteorological Organization is in the process of setting up an international ad-hoc committee of about 10 blue-ribbon climatologists and meteorologists . The committee will examine the equipment used to measure the temperature .,,,,,,
42,e8c90d557031700caa1afb66dfc85358ef719108,sshleifer/distilbart-cnn-6-6,"(CNN)The United States has seemingly erupted this week about what it means to live your religion, especially in Indiana, where its new Religious Freedom Restoration Act faces a firestorm from critics who say it uses faith as a pretext to discriminate against gay people. Such state laws have been growing ever since the U.S. Religious Freedom Restoration Act became law in 1993, designed to prohibit the federal government from ""substantially burdening"" a person's exercise of religion. So far, 20 states have some version of the religious liberty law, and the legal controversies have grown, too. Nonetheless, claims under those state RFRAs are ""exceedingly rare,"" and victories involved mostly religious minorities, not Christian denominations, experts say. ""There is reason to doubt whether these state-level religious liberty provisions truly provide meaningful protections for religious belie...",A Native American from a tribe not recognized by the feds wins the return of his eagle feathers . An IRS accountant is fired for insisting on carrying a symbolic Sikh knife to work . A group of Chicago pastors takes on City Hall over its permits for new churches and loses .,"Indiana's new Religious Freedom Restoration Act faces a firestorm from critics who say it uses faith as a pretext to discriminate against gay people . Such state laws have been growing ever since the federal law became law in 1993 . So far, 20 states have some version of the religious liberty law, and the legal controversies have grown, too",,,,,,
43,c71b08cede3b6edb662a2f2c95f8b543fa65e405,sshleifer/distilbart-cnn-6-6,"Atlanta (CNN)Robert Lewis Burns Jr., the original drummer in Southern rock band Lynyrd Skynyrd, died Friday night in a car crash, a Georgia State Patrol spokesman said. Burns, 64, died after his car hit a mailbox and a tree in Cartersville, spokesman James Tallent said. No other cars were involved in the crash, which occurred shortly before midnight. ""He was not restrained at the time of the crash,"" Tallent told CNN. The musician lived in northern Georgia. Burns was part of the genre-defining band's original lineup, which formed in Jacksonville, Florida, in 1965. Lead singer Ronnie Van Zant started Noble Five with Burns, guitarists Gary Rossington and Allen Collins and bassist Larry Junstrom in their hometown. It then made a name change in a reference to a high school gym teacher. Lynyrd Skynyrd changed members over the years as it produced rock anthems including ""Sweet Home Alabama""...",Robert Lewis Burns Jr. was part of Lynyrd Skynyrd's original lineup . His car hit a mailbox and a tree just before midnight .,"Robert Lewis Burns Jr. was the original drummer in Southern rock band Lynyrd Skynyrd . He died after his car hit a mailbox and a tree in Cartersville, Georgia . No other cars were involved in the crash, which occurred shortly before midnight .",,,,,,
44,f9f5d81bc74d6cf6d713d6fa6be4a30427b46e68,sshleifer/distilbart-cnn-6-6,"Seoul, South Korea (CNN)The man accused of stabbing U.S. Ambassador Mark Lippert in Seoul last month is now charged with attempted murder, a South Korean court official said Wednesday. Kim Ki-Jong has also been charged with assaulting a foreign envoy and business obstruction, the Seoul Central District Court official said. According to South Korean law, Kim's trial must begin within 14 days of receiving today's indictment. Lippert was stabbed March 5 during an event organized by the Korean Council for Reconciliation and Cooperation, which advocates peaceful reunification between North and South Korea. Shortly before Lippert was supposed to give a speech, the attacker slashed him in the face and jaw. The ambassador suffered a gash from his right cheekbone to his lower jaw that required 80 stitches. That wound measured 10 centimeters (4 inches) long and 2.5 centimeters (1 inch) deep, bu...",Kim Ki-Jong is charged with attempted murder and assaulting a foreign envoy . He's accused of stabbing U.S. Ambassador Mark Lippert in the face and arm . Police said Kim opposed the joint U.S.-South Korean military drills .,Kim Ki-Jong has also been charged with assaulting a foreign envoy and business obstruction . Lippert was stabbed March 5 during an event organized by the Korean Council for Reconciliation and Cooperation . He suffered a gash from his right cheekbone to his lower jaw that required 80 stitches .,,,,,,
45,32a7125a655a052b3ea62350a8e02f0245cc220e,sshleifer/distilbart-cnn-6-6,"(CNN)When Hong Kong police answered a call in the early hours of a Saturday morning last November, they encountered a grisly scene and an alleged crime that shocked the city. One woman was lying on the floor with cuts to her neck and buttocks. Another was stuffed inside a suitcase on the balcony. A former banker, 29-year-old Briton Rurik Jutting, was charged with two counts of murder. On Thursday, a court hearing that was to determine whether there was enough evidence to proceed to trial was adjourned until May. Here's what we know so far about the victims and their alleged attacker. Jutting allegedly lived at the murder scene, an upmarket apartment in the middle of Wan Chai, an inner-city suburb that's home to an eclectic mix of late-night bars, residential tower blocks and local markets selling groceries and assorted cheap goods. In the early hours of Saturday morning, November 1, p...",Hong Kong banker alleged murder case adjourned until May . The 29-year-old Rurik Jutting is accused of killing two Indonesian domestic workers .,"Rurik Jutting, 29, is charged with two counts of murder in Hong Kong . A court hearing to determine whether there was enough evidence to proceed to trial was adjourned until May . The victims' bodies were buried after being repatriated to Indonesia in November .",,,,,,
46,38a207accfb31afc694f16531d23d2cda79ac85d,sshleifer/distilbart-cnn-6-6,"(CNN)""Jake the dog and Finn the human. The fun will never end. Adventure Time."" So begins the dreamy theme song intro to the strangely addictive Cartoon Network TV show that's centered around psychedelic characters like the Ice King, Marceline the Vampire Queen and, of course, Jake and Finn. Now, mega-fans of the hit show can experience ""Adventure Time"" in the skies. Thai Smile, a subsidiary of Thailand flag carrier Thai Airways, on Thursday unveiled colorful new livery featuring Jake, Finn and the beloved Princess Bubblegum sprawled across an Airbus A320 at Bangkok's Suvarnabhumi International Airport. The interior of the plane also has an Adventure Time theme, with overhead bins, head rests and even air sickness bags covered in the faces of characters from the show. Airlines show off their new flying colors . The Adventure Time plane is the result of a partnership between Thai Airwa...","Thai Airways subsidiary Thai Smile features Cartoon Network paint job on A320 jet . Overhead bins, head rests and air sick bags feature characters from Cartoon Network .","Thai Smile, a subsidiary of Thailand flag carrier Thai Airways, unveiled colorful new livery on Thursday . The inaugural flight takes place on April 4, heading from Bangkok to Phuket . The interior of the plane also has an Adventure Time theme, with overhead bins, head rests and even air sickness bags covered in the faces of",,,,,,
47,9bea5cbe9a0184eec4086a08452066dead185173,sshleifer/distilbart-cnn-6-6,"(CNN)Imprisoned soldier Chelsea Manning can now communicate with the world -- in 140 characters or less. Manning, who is serving a 35-year prison sentence for leaking thousands of classified documents, appears to have joined Twitter this week. In a series of tweets, the prisoner formerly known as Bradley Manning said she will be using a voice phone to dictate her tweets to communications firm Fitzgibbon Media, which will post them on her behalf. She is not allowed Internet access in prison, according to The Guardian. ""It will be hard, but I don't want this Twitter feed to be a one-way street/conversation,"" Manning posted to her nearly 26,000-plus followers. Manning was sentenced in 2013, and in August of that year, she said she wanted to transition to a female. The Fort Leavenworth Disciplinary Barracks in Kansas, where she is serving her sentence, has authorized hormone therapy for h...",Manning is serving a 35-year sentence for leaking thousands of classified documents . She says she will be using a voice phone to dictate her tweets .,"Manning is serving a 35-year prison sentence for leaking thousands of classified documents . The former Army intelligence analyst was convicted of stealing and disseminating 750,000 pages of documents and videos to WikiLeaks . She was sentenced in 2013, and in August of that year, she said she wanted to transition to a female .",,,,,,
48,a2ee2faeb2dc4e5eab43b1d14233c4ac658f0a8f,sshleifer/distilbart-cnn-6-6,"(CNN)President Barack Obama tied himself to the mast of a nuclear deal with Iran even before he became the Democratic candidate for president. Reaching a good, solid agreement with Iran is a worthy, desirable goal. But the process has unfolded under the destructive influence of political considerations, weakening America's hand and strengthening Iran. Obama's political standing and his historic legacy in foreign policy are so deeply intertwined with reaching an accord with Iran that if the deal ultimately collapses, he may fear that historians will conclude that his legacy in global affairs collapsed with it. There is a reason one gets the feeling that it is the United States and not Iran that is the more eager, even desperate, side in these talks, even though Iran is the country whose economy was sent into a deep chill by international sanctions; the country whose only significant ex...","Frida Ghitis: President Barack Obama is right to want a deal, but this one gives Iran too much . She says the framework agreement starts lifting Iran sanctions much too soon .","President Obama tied himself to the mast of a nuclear deal with Iran even before he became the Democratic candidate for president . Frida Ghitis: The process has unfolded under the destructive influence of political considerations, weakening America's hand and strengthening Iran . She says Obama has a huge political stake in these negotiations; few believe he has a credible Plan B .",,,,,,
49,fd0e8622b9ee38d1d6fff2fff59f0566f1a2f8f7,sshleifer/distilbart-cnn-6-6,"(CNN)Universal's ""Furious 7"" continues to build momentum at the Friday box office for a weekend debut in the $135 million-$138 million range, the largest opening in North America since fall 2013. That includes a projected Friday take of $58 million-$60 million. The final film featuring the late Paul Walker, ""Furious 7"" is opening around the globe this weekend and earned a record-breaking $60 million internationally on Wednesday and Thursday for a possible worldwide debut approaching or crossing $300 million by the end of Easter Sunday. ""Furious 7"" is getting the widest release in Universal's history. Domestically, it will be playing in 4,003 theaters by Good Friday. Internationally, it has booked more than 10,500 screens in 63 territories, although it won't open in China, Japan and Russia until later. The current record-holder for top April opening domestically is ""Captain America: Th...","The final film featuring the late Paul Walker, ""Furious 7"" is opening around the globe this weekend . It's worldwide debut may approach or cross $300 million by the end of Easter Sunday .","""Furious 7"" is getting the widest release in Universal's history . It will be playing in 4,003 theaters by Good Friday . It's the largest opening in North America since fall 2013 . It has booked more than 10,500 screens in 63 territories, although it won't open in China, Japan and Russia until",,,,,,
50,6302a6cf8564e4bb4753e2dc3dae328f13edae50,sshleifer/distilbart-cnn-6-6,"(CNN)Deion Sanders is such a dad. The NFL legend called out Deion Sanders Jr. on Twitter for saying he only eats ""hood doughnuts."" In response, the elder Sanders -- in front of his 912,000 followers -- reminded his son he has a trust fund, a condo and his own clothing line called ""Well Off."" ""You're a Huxtable with a million $ trust fund. Stop the hood stuff!"" Sanders followed it up with another tweet that included the hashtags #versacesheets #Huxtable and #Trustfund. Junior is a wide receiver at Southern Methodist University, an aspiring entrepreneur and occasional rapper. His Twitter timeline is a mix of biblical verses, motivational quotes and references to sports, cars, school and Balenciaga shoes. He also has gone on record with his love for ""hood doughnuts,"" or confections from ""a place in the hood,"" saying ""if my doughnuts don't come in a plain white box, I don't want them!"" Hi...","Deion Sanders calls out son for ""hood doughnuts"" comments . ""You're a Huxtable with a million $ trust fund. Stop the hood stuff!""","Deion Sanders Jr. is a wide receiver at Southern Methodist University, an aspiring entrepreneur and occasional rapper . His Twitter timeline is a mix of biblical verses, motivational quotes and references to sports, cars, school and Balenciaga shoes . He has gone on record with his love for ""hood doughnuts,"" or confect",,,,,,
